[2025-05-03 18:07:30.677] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746275850677
[2025-05-03 18:44:29.418] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278069418
[2025-05-03 18:44:30.425] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278070425
[2025-05-03 18:44:31.450] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278071450
[2025-05-03 18:44:32.944] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278072944
[2025-05-03 18:44:33.976] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278073976
[2025-05-03 18:44:34.976] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278074974
[2025-05-03 18:44:36.467] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278076467
[2025-05-03 18:44:37.481] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278077479
[2025-05-03 18:44:38.988] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278078988
[2025-05-03 18:44:40.010] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278080010
[2025-05-03 18:44:41.503] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278081503
[2025-05-03 18:44:42.509] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278082509
[2025-05-03 18:44:44.022] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278084022
[2025-05-03 18:44:45.041] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278085041
[2025-05-03 18:44:46.051] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278086051
[2025-05-03 18:45:31.111] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278131111
[2025-05-03 18:45:32.137] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278132137
[2025-05-03 18:45:33.625] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278133625
[2025-05-03 18:45:34.635] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278134635
[2025-05-03 18:45:36.137] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278136137
[2025-05-03 18:45:37.628] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278137628
[2025-05-03 18:45:38.631] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278138631
[2025-05-03 18:45:39.639] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278139639
[2025-05-03 18:47:18.306] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278238306
[2025-05-03 18:47:19.876] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278239876
[2025-05-03 18:47:21.321] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278241321
[2025-05-03 18:47:22.827] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278242827
[2025-05-03 18:47:24.310] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278244310
[2025-05-03 18:47:25.322] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278245322
[2025-05-03 18:47:26.350] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278246350
[2025-05-03 18:47:27.878] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278247878
[2025-05-03 18:47:29.390] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278249390
[2025-05-03 18:47:30.398] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278250397
[2025-05-03 18:47:31.404] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278251404
[2025-05-03 18:47:32.909] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278252909
[2025-05-03 18:47:33.913] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278253913
[2025-05-03 18:47:35.403] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278255403
[2025-05-03 18:47:36.410] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278256410
[2025-05-03 18:47:37.445] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278257445
[2025-05-03 18:47:38.941] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278258941
[2025-05-03 18:47:39.941] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278259941
[2025-05-03 18:47:40.981] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278260981
[2025-05-03 18:47:41.988] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746278261988
