[2025-05-05 00:00:24.056] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383424056
[2025-05-05 00:01:09.366] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383469366
[2025-05-05 00:01:10.469] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383470469
[2025-05-05 00:01:11.308] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383471308
[2025-05-05 00:01:12.463] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383472463
[2025-05-05 00:01:13.441] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383473441
[2025-05-05 00:01:14.398] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383474398
[2025-05-05 00:01:15.528] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383475528
[2025-05-05 00:01:16.544] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383476544
[2025-05-05 00:01:18.067] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383478067
[2025-05-05 00:01:19.008] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383479008
[2025-05-05 00:01:19.892] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383479892
[2025-05-05 00:01:20.997] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383480997
[2025-05-05 00:01:22.070] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383482070
[2025-05-05 00:01:23.126] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383483126
[2025-05-05 00:01:24.406] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383484406
[2025-05-05 00:01:25.702] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383485702
[2025-05-05 00:01:27.160] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383487160
[2025-05-05 00:01:28.258] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746383488258
[2025-05-05 00:21:07.713] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384667713
[2025-05-05 00:21:33.273] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384693273
[2025-05-05 00:21:35.183] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384695183
[2025-05-05 00:21:35.800] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384695800
[2025-05-05 00:21:36.912] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384696912
[2025-05-05 00:21:37.790] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384697790
[2025-05-05 00:21:38.751] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384698751
[2025-05-05 00:21:39.365] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384699365
[2025-05-05 00:21:40.331] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384700331
[2025-05-05 00:21:41.366] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384701366
[2025-05-05 00:21:41.868] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384701868
[2025-05-05 00:21:42.838] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384702838
[2025-05-05 00:21:43.813] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384703813
[2025-05-05 00:21:44.865] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384704865
[2025-05-05 00:21:46.045] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384706045
[2025-05-05 00:21:47.400] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384707400
[2025-05-05 00:21:48.419] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384708419
[2025-05-05 00:21:49.435] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384709435
[2025-05-05 00:21:50.441] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384710441
[2025-05-05 00:21:51.755] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384711755
[2025-05-05 00:21:54.106] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384714106
[2025-05-05 00:21:54.910] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384714910
[2025-05-05 00:21:55.843] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384715843
[2025-05-05 00:21:57.031] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384717031
[2025-05-05 00:21:57.933] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384717933
[2025-05-05 00:21:58.968] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384718968
[2025-05-05 00:21:59.957] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384719957
[2025-05-05 00:22:00.917] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384720917
[2025-05-05 00:22:03.087] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384723087
[2025-05-05 00:22:07.832] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384727832
[2025-05-05 00:22:11.317] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384731317
[2025-05-05 00:22:13.361] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384733361
[2025-05-05 00:22:14.440] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384734440
[2025-05-05 00:22:15.455] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384735455
[2025-05-05 00:22:16.505] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384736505
[2025-05-05 00:22:17.400] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384737400
[2025-05-05 00:22:18.453] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384738453
[2025-05-05 00:22:19.439] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384739439
[2025-05-05 00:22:20.366] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384740366
[2025-05-05 00:22:21.661] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384741661
[2025-05-05 00:22:22.424] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384742424
[2025-05-05 00:22:23.582] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384743582
[2025-05-05 00:22:24.575] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384744575
[2025-05-05 00:22:25.534] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384745534
[2025-05-05 00:22:26.586] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384746586
[2025-05-05 00:22:27.477] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384747477
[2025-05-05 00:22:28.533] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384748533
[2025-05-05 00:22:29.499] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384749499
[2025-05-05 00:22:30.555] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384750555
[2025-05-05 00:22:31.507] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384751507
[2025-05-05 00:22:32.517] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384752517
[2025-05-05 00:22:33.517] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384753517
[2025-05-05 00:22:35.289] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384755289
[2025-05-05 00:22:36.806] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384756806
[2025-05-05 00:22:39.825] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384759825
[2025-05-05 00:22:42.887] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384762887
[2025-05-05 00:22:45.205] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384765205
[2025-05-05 00:22:50.892] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384770892
[2025-05-05 00:22:54.776] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384774776
[2025-05-05 00:22:56.464] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384776464
[2025-05-05 00:22:58.912] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384778912
[2025-05-05 00:23:01.850] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384781850
[2025-05-05 00:23:04.258] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384784258
[2025-05-05 00:23:07.677] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384787677
[2025-05-05 00:23:09.920] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384789920
[2025-05-05 00:23:12.202] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384792202
[2025-05-05 00:23:15.450] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384795450
[2025-05-05 00:23:17.612] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384797612
[2025-05-05 00:23:19.392] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384799392
[2025-05-05 00:23:22.594] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384802594
[2025-05-05 00:23:25.967] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384805967
[2025-05-05 00:23:28.941] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384808941
[2025-05-05 00:23:34.343] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384814343
[2025-05-05 00:23:35.064] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384815064
[2025-05-05 00:23:36.124] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384816124
[2025-05-05 00:23:37.073] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384817073
[2025-05-05 00:23:38.137] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384818137
[2025-05-05 00:23:39.141] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384819141
[2025-05-05 00:23:40.078] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384820078
[2025-05-05 00:23:41.146] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384821146
[2025-05-05 00:23:42.093] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384822093
[2025-05-05 00:23:43.162] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384823162
[2025-05-05 00:23:44.239] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384824239
[2025-05-05 00:23:46.211] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384826211
[2025-05-05 00:23:49.030] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384829030
[2025-05-05 00:23:51.612] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384831612
[2025-05-05 00:23:54.000] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384834000
[2025-05-05 00:23:56.529] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384836529
[2025-05-05 00:23:58.859] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384838859
[2025-05-05 00:24:01.801] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384841801
[2025-05-05 00:24:04.715] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384844715
[2025-05-05 00:24:07.523] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384847523
[2025-05-05 00:24:09.469] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384849469
[2025-05-05 00:24:11.304] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384851304
[2025-05-05 00:24:12.854] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384852854
[2025-05-05 00:24:14.791] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384854791
[2025-05-05 00:24:16.225] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384856225
[2025-05-05 00:24:18.241] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384858241
[2025-05-05 00:24:20.478] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384860478
[2025-05-05 00:24:22.943] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384862943
[2025-05-05 00:24:25.350] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384865350
[2025-05-05 00:24:27.700] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384867700
[2025-05-05 00:24:30.506] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384870506
[2025-05-05 00:24:32.659] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384872659
[2025-05-05 00:24:35.413] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384875413
[2025-05-05 00:24:37.888] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384877888
[2025-05-05 00:24:39.860] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384879860
[2025-05-05 00:24:42.365] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384882365
[2025-05-05 00:24:44.409] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384884409
[2025-05-05 00:24:46.575] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384886575
[2025-05-05 00:24:48.755] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384888755
[2025-05-05 00:24:50.929] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384890929
[2025-05-05 00:24:52.766] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384892766
[2025-05-05 00:24:54.701] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384894701
[2025-05-05 00:24:57.208] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384897208
[2025-05-05 00:24:58.775] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384898775
[2025-05-05 00:25:00.357] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384900357
[2025-05-05 00:25:02.237] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384902237
[2025-05-05 00:25:04.464] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384904464
[2025-05-05 00:25:06.593] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384906593
[2025-05-05 00:25:08.652] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384908652
[2025-05-05 00:25:11.522] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384911522
[2025-05-05 00:25:14.155] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384914155
[2025-05-05 00:25:16.883] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384916883
[2025-05-05 00:25:18.976] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746384918976
[2025-05-05 00:46:38.763] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386198763
[2025-05-05 00:57:01.545] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386821545
[2025-05-05 00:57:19.708] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386839708
[2025-05-05 00:57:21.696] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386841696
[2025-05-05 00:57:22.751] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386842751
[2025-05-05 00:57:25.600] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386845600
[2025-05-05 00:57:26.907] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386846907
[2025-05-05 00:57:29.285] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386849285
[2025-05-05 00:57:30.738] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386850738
[2025-05-05 00:57:32.820] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386852820
[2025-05-05 00:57:35.048] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386855048
[2025-05-05 00:57:37.071] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386857071
[2025-05-05 00:57:40.022] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386860022
[2025-05-05 00:57:41.900] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386861900
[2025-05-05 00:57:44.303] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386864302
[2025-05-05 00:57:45.970] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386865970
[2025-05-05 00:57:46.983] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386866983
[2025-05-05 00:57:48.098] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386868098
[2025-05-05 00:57:49.589] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386869589
[2025-05-05 00:57:50.539] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386870539
[2025-05-05 00:57:51.551] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386871551
[2025-05-05 00:57:52.558] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386872558
[2025-05-05 00:57:53.699] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386873699
[2025-05-05 00:57:55.128] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746386875128
[2025-05-05 01:01:45.037] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387105037
[2025-05-05 01:02:16.884] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387136884
[2025-05-05 01:02:19.901] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387139901
[2025-05-05 01:02:20.744] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387140744
[2025-05-05 01:02:22.041] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387142041
[2025-05-05 01:02:23.286] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387143286
[2025-05-05 01:02:24.465] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387144465
[2025-05-05 01:09:47.379] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387587379
[2025-05-05 01:09:58.243] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387598243
[2025-05-05 01:10:00.454] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387600454
[2025-05-05 01:10:02.147] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387602147
[2025-05-05 01:15:33.230] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387933230
[2025-05-05 01:15:45.910] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387945910
[2025-05-05 01:15:47.848] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387947848
[2025-05-05 01:15:48.725] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387948725
[2025-05-05 01:15:50.302] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387950302
[2025-05-05 01:15:51.228] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387951228
[2025-05-05 01:15:52.231] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387952231
[2025-05-05 01:15:53.912] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387953912
[2025-05-05 01:15:55.319] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387955319
[2025-05-05 01:15:56.800] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387956800
[2025-05-05 01:15:57.688] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387957688
[2025-05-05 01:15:59.236] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387959236
[2025-05-05 01:16:00.203] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387960203
[2025-05-05 01:16:01.910] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387961910
[2025-05-05 01:16:03.444] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387963444
[2025-05-05 01:16:04.987] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746387964987
[2025-05-05 01:18:04.647] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388084647
[2025-05-05 01:18:23.092] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388103092
[2025-05-05 01:19:17.020] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157020
[2025-05-05 01:19:17.127] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157127
[2025-05-05 01:19:17.243] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157243
[2025-05-05 01:19:17.291] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157291
[2025-05-05 01:19:17.353] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157353
[2025-05-05 01:19:17.459] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157459
[2025-05-05 01:19:17.564] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157564
[2025-05-05 01:19:17.676] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157676
[2025-05-05 01:19:17.788] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157788
[2025-05-05 01:19:17.791] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157791
[2025-05-05 01:19:17.892] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388157892
[2025-05-05 01:19:18.006] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158006
[2025-05-05 01:19:18.111] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158111
[2025-05-05 01:19:18.220] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158220
[2025-05-05 01:19:18.299] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158299
[2025-05-05 01:19:18.331] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158331
[2025-05-05 01:19:18.440] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158440
[2025-05-05 01:19:18.549] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158549
[2025-05-05 01:19:18.655] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158655
[2025-05-05 01:19:18.776] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158776
[2025-05-05 01:19:18.799] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158799
[2025-05-05 01:19:18.988] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388158988
[2025-05-05 01:19:19.100] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388159100
[2025-05-05 01:19:19.209] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388159209
[2025-05-05 01:19:19.296] FIRE_DETECTION :: camera_id:None | bounding_box: | timestamp_ms:1746388159296
