[2025-05-09 11:04:39.005] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.89
[2025-05-09 11:05:45.251] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.86
[2025-05-09 11:05:45.253] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.86
[2025-05-09 11:05:50.349] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.96
[2025-05-09 11:05:50.351] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.96
[2025-05-09 11:05:51.416] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.63
[2025-05-09 11:05:51.419] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.63
[2025-05-09 11:05:52.513] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.88
[2025-05-09 11:05:52.515] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.88
[2025-05-09 11:05:53.623] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.88
[2025-05-09 11:05:53.627] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.88
[2025-05-09 11:05:54.713] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.62
[2025-05-09 11:05:54.716] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.62
[2025-05-09 11:05:55.795] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.57
[2025-05-09 11:05:55.798] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.57
[2025-05-09 11:05:56.892] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.92
[2025-05-09 11:05:56.896] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.92
[2025-05-09 11:05:57.951] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.91
[2025-05-09 11:05:57.953] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.91
[2025-05-09 11:06:03.130] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.53
[2025-05-09 11:06:03.132] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.53
[2025-05-09 11:06:04.151] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.52
[2025-05-09 11:06:04.154] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.52
[2025-05-09 11:06:05.238] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.68
[2025-05-09 11:06:05.240] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.68
[2025-05-09 11:06:06.332] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.54
[2025-05-09 11:06:06.336] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.54
[2025-05-09 11:06:07.438] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.63
[2025-05-09 11:06:07.439] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.63
[2025-05-09 11:06:08.536] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.6
[2025-05-09 11:06:08.537] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.6
[2025-05-09 11:06:09.616] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.7
[2025-05-09 11:06:09.618] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.7
[2025-05-09 11:06:10.636] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 11:06:10.637] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 11:06:11.724] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.88
[2025-05-09 11:06:11.725] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.88
[2025-05-09 11:06:12.747] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.96
[2025-05-09 11:06:12.750] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.96
[2025-05-09 11:06:15.666] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.89
[2025-05-09 11:06:15.669] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.89
[2025-05-09 11:08:16.421] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.51
[2025-05-09 11:08:16.422] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.51
[2025-05-09 11:08:17.511] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.61
[2025-05-09 11:08:17.514] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.61
[2025-05-09 11:08:18.614] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.92
[2025-05-09 11:08:18.618] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.92
[2025-05-09 11:08:19.809] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.93
[2025-05-09 11:08:19.812] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.93
[2025-05-09 11:08:20.861] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.64
[2025-05-09 11:08:20.862] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.64
[2025-05-09 11:08:21.879] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.88
[2025-05-09 11:08:21.883] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.88
[2025-05-09 11:08:22.892] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.67
[2025-05-09 11:08:22.895] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.67
[2025-05-09 11:43:04.690] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.59
[2025-05-09 11:43:04.691] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.59
[2025-05-09 11:43:05.739] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.66
[2025-05-09 11:43:05.758] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.66
[2025-05-09 11:43:06.834] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.65
[2025-05-09 11:43:06.842] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.65
[2025-05-09 11:43:08.000] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.92
[2025-05-09 11:43:08.003] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.92
[2025-05-09 11:43:09.001] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.97
[2025-05-09 11:43:09.004] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.97
[2025-05-09 11:43:10.009] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 11:43:10.016] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 11:43:11.018] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.66
[2025-05-09 11:43:11.021] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.66
[2025-05-09 11:43:12.045] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.69
[2025-05-09 11:43:12.047] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.69
[2025-05-09 11:43:17.066] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.87
[2025-05-09 11:43:17.071] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.87
[2025-05-09 11:43:18.113] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.55
[2025-05-09 11:43:18.132] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.55
[2025-05-09 11:43:19.166] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.94
[2025-05-09 11:43:19.168] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.94
[2025-05-09 11:43:20.174] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.5
[2025-05-09 11:43:20.175] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.5
[2025-05-09 11:46:48.813] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.86
[2025-05-09 11:46:48.814] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.86
[2025-05-09 11:46:49.836] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.51
[2025-05-09 11:46:49.837] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.51
[2025-05-09 11:46:50.929] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.7
[2025-05-09 11:46:50.930] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.7
[2025-05-09 11:46:52.051] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.94
[2025-05-09 11:46:52.053] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.94
[2025-05-09 11:46:53.122] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.61
[2025-05-09 11:46:53.124] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.61
[2025-05-09 11:46:54.142] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.91
[2025-05-09 11:46:54.145] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.91
[2025-05-09 11:46:55.150] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.87
[2025-05-09 11:46:55.153] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.87
[2025-05-09 11:46:56.159] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.66
[2025-05-09 11:46:56.162] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.66
[2025-05-09 11:47:01.218] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.58
[2025-05-09 11:47:01.222] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.58
[2025-05-09 11:47:02.321] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.86
[2025-05-09 11:47:02.322] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.86
[2025-05-09 11:47:03.326] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.86
[2025-05-09 11:47:03.329] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.86
[2025-05-09 11:47:04.415] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.85
[2025-05-09 11:47:04.416] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.85
[2025-05-09 11:47:05.417] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 11:47:05.421] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 11:47:06.505] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.68
[2025-05-09 11:47:06.509] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.68
[2025-05-09 11:47:07.592] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.9
[2025-05-09 11:47:07.595] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.9
[2025-05-09 11:47:08.696] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.67
[2025-05-09 11:47:08.699] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.67
[2025-05-09 11:47:09.736] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.52
[2025-05-09 11:47:09.740] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.52
[2025-05-09 11:47:10.740] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.54
[2025-05-09 11:47:10.743] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.54
[2025-05-09 11:47:11.755] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.68
[2025-05-09 11:47:11.757] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.68
[2025-05-09 11:47:12.860] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.9
[2025-05-09 11:47:12.863] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.9
[2025-05-09 11:47:13.948] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.95
[2025-05-09 11:47:13.951] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.95
[2025-05-09 11:47:14.958] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.96
[2025-05-09 11:47:14.961] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.96
[2025-05-09 11:47:16.060] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.87
[2025-05-09 11:47:16.063] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.87
[2025-05-09 11:47:17.073] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.67
[2025-05-09 11:47:17.076] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.67
[2025-05-09 11:47:18.160] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.89
[2025-05-09 11:47:18.163] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.89
[2025-05-09 11:47:19.266] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.94
[2025-05-09 11:47:19.268] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.94
[2025-05-09 11:47:20.281] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.69
[2025-05-09 11:47:20.284] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.69
[2025-05-09 11:47:21.291] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.89
[2025-05-09 11:47:21.294] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.89
[2025-05-09 11:47:26.399] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.95
[2025-05-09 11:47:26.401] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.95
[2025-05-09 11:47:27.432] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.67
[2025-05-09 11:47:27.435] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.67
[2025-05-09 11:47:32.526] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.95
[2025-05-09 11:47:32.528] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.95
[2025-05-09 11:47:33.593] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 11:47:33.595] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 11:47:34.687] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.89
[2025-05-09 11:47:34.690] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.89
[2025-05-09 11:47:35.783] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.98
[2025-05-09 11:47:35.785] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.98
[2025-05-09 11:47:36.865] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.63
[2025-05-09 11:47:36.866] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.63
[2025-05-09 11:47:38.616] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.68
[2025-05-09 11:47:38.617] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.68
[2025-05-09 12:00:52.861] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 12:00:52.862] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.56
[2025-05-09 12:00:53.938] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.61
[2025-05-09 12:00:53.940] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.61
[2025-05-09 12:00:55.041] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.55
[2025-05-09 12:00:55.045] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.55
[2025-05-09 12:00:56.117] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.92
[2025-05-09 12:00:56.120] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.92
[2025-05-09 12:00:57.225] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.93
[2025-05-09 12:00:57.228] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.93
[2025-05-09 12:00:58.254] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.64
[2025-05-09 12:00:58.257] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.64
[2025-05-09 12:00:59.300] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.69
[2025-05-09 12:00:59.303] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.69
[2025-05-09 12:01:00.381] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.85
[2025-05-09 12:01:00.382] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.85
[2025-05-09 12:01:01.483] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.57
[2025-05-09 12:01:01.487] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.57
[2025-05-09 12:01:02.586] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.97
[2025-05-09 12:01:02.589] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.97
[2025-05-09 12:01:03.682] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.54
[2025-05-09 12:01:03.685] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.54
[2025-05-09 12:01:04.770] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.63
[2025-05-09 12:01:04.775] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.63
