[2025-05-11 16:17:21.383] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.98
[2025-05-11 16:20:26.745] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.94
[2025-05-11 16:20:26.746] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.94
[2025-05-11 16:20:27.828] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.95
[2025-05-11 16:20:27.829] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_1 | confidence:0.95
[2025-05-11 16:22:01.853] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:01.854] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:02.286] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:02.286] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:03.369] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:03.369] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:04.474] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:04.475] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:05.559] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:05.559] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:06.663] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.91
[2025-05-11 16:22:06.664] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.91
[2025-05-11 16:22:07.747] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:07.748] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:08.759] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:08.759] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.92
[2025-05-11 16:22:09.770] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.91
[2025-05-11 16:22:09.770] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.91
[2025-05-11 16:22:10.826] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.93
[2025-05-11 16:22:10.827] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.93
[2025-05-11 16:22:11.909] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:11.910] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:12.995] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:12.996] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:14.142] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.9
[2025-05-11 16:22:14.142] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.9
[2025-05-11 16:22:15.198] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:15.198] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:16.284] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:16.285] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:17.322] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.88
[2025-05-11 16:22:17.323] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.88
[2025-05-11 16:22:18.329] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:18.329] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:19.321] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:19.322] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:20.347] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:20.348] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:21.352] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.94
[2025-05-11 16:22:21.352] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.94
[2025-05-11 16:22:22.366] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.94
[2025-05-11 16:22:22.367] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.94
[2025-05-11 16:22:23.373] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.93
[2025-05-11 16:22:23.374] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.93
[2025-05-11 16:22:24.381] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.93
[2025-05-11 16:22:24.381] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.93
[2025-05-11 16:22:25.389] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:25.390] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:26.436] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:26.437] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:27.409] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:27.410] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:28.418] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.88
[2025-05-11 16:22:28.419] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.88
[2025-05-11 16:22:29.533] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.94
[2025-05-11 16:22:29.533] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.94
[2025-05-11 16:22:30.625] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:30.625] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:31.692] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:31.693] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:32.833] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:32.834] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:33.898] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:33.898] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.95
[2025-05-11 16:22:34.940] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.97
[2025-05-11 16:22:34.941] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.97
[2025-05-11 16:22:35.947] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:35.947] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:36.982] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:36.983] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:37.979] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.94
[2025-05-11 16:22:37.980] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.94
[2025-05-11 16:22:38.987] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:38.987] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:40.024] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.9
[2025-05-11 16:22:40.025] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.9
[2025-05-11 16:22:41.130] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:41.131] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.87
[2025-05-11 16:22:42.270] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.93
[2025-05-11 16:22:42.270] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.93
[2025-05-11 16:22:43.303] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:43.304] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.96
[2025-05-11 16:22:44.418] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.86
[2025-05-11 16:22:44.419] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.86
[2025-05-11 16:22:45.500] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.85
[2025-05-11 16:22:45.501] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.85
[2025-05-11 16:22:46.705] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:22:46.705] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:salmankhan | confidence:0.89
[2025-05-11 16:26:52.559] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.64
[2025-05-11 16:26:52.560] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.64
[2025-05-11 16:26:53.660] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.85
[2025-05-11 16:26:53.662] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_3 | confidence:0.85
[2025-05-11 16:26:54.857] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.9
[2025-05-11 16:26:54.857] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Person_2 | confidence:0.9
[2025-05-11 16:32:23.583] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:23.585] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:24.683] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:24.685] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:25.770] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:25.5
[2025-05-11 16:32:25.772] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:25.5
[2025-05-11 16:32:26.872] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:27.52
[2025-05-11 16:32:26.874] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:27.52
[2025-05-11 16:32:27.994] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:27.62
[2025-05-11 16:32:27.996] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:27.62
[2025-05-11 16:32:29.170] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:15.36
[2025-05-11 16:32:29.172] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:15.36
[2025-05-11 16:32:30.270] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:16.97
[2025-05-11 16:32:30.272] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:16.97
[2025-05-11 16:32:31.357] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:25.64
[2025-05-11 16:32:31.359] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:25.64
[2025-05-11 16:32:32.445] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:32.447] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:33.585] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:33.587] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:34.649] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-16.19
[2025-05-11 16:32:34.651] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-16.19
[2025-05-11 16:32:35.727] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:35.730] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:36.779] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:36.781] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:37.809] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:37.811] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:38.908] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:25.54
[2025-05-11 16:32:38.910] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:25.54
[2025-05-11 16:32:40.030] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:25.67
[2025-05-11 16:32:40.032] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:25.67
[2025-05-11 16:32:41.224] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-13.61
[2025-05-11 16:32:41.226] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-13.61
[2025-05-11 16:32:42.284] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:16.65
[2025-05-11 16:32:42.287] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:16.65
[2025-05-11 16:32:43.399] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-15.2
[2025-05-11 16:32:43.401] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-15.2
[2025-05-11 16:32:44.485] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:17.09
[2025-05-11 16:32:44.487] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:17.09
[2025-05-11 16:32:45.576] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:15.65
[2025-05-11 16:32:45.578] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:15.65
[2025-05-11 16:32:46.681] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:11.09
[2025-05-11 16:32:46.683] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:11.09
[2025-05-11 16:32:47.765] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-17.51
[2025-05-11 16:32:47.767] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-17.51
[2025-05-11 16:32:48.775] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:48.777] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:32:49.772] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-27.76
[2025-05-11 16:32:49.774] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-27.76
[2025-05-11 16:32:50.775] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-69.17
[2025-05-11 16:32:50.777] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-69.17
[2025-05-11 16:32:51.810] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-58.71
[2025-05-11 16:32:51.812] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-58.71
[2025-05-11 16:32:52.914] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-30.96
[2025-05-11 16:32:52.916] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-30.96
[2025-05-11 16:32:53.990] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-26.59
[2025-05-11 16:32:53.992] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-26.59
[2025-05-11 16:32:55.084] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-27.99
[2025-05-11 16:32:55.086] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-27.99
[2025-05-11 16:32:56.184] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-26.45
[2025-05-11 16:32:56.187] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-26.45
[2025-05-11 16:32:57.283] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-24.15
[2025-05-11 16:32:57.284] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-24.15
[2025-05-11 16:32:58.393] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-38.18
[2025-05-11 16:32:58.397] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-38.18
[2025-05-11 16:32:59.462] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-21.11
[2025-05-11 16:32:59.464] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-21.11
[2025-05-11 16:33:00.634] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-13.45
[2025-05-11 16:33:00.649] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-13.45
[2025-05-11 16:33:01.667] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-10.27
[2025-05-11 16:33:01.670] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-10.27
[2025-05-11 16:33:02.751] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-19.2
[2025-05-11 16:33:02.753] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-19.2
[2025-05-11 16:33:03.770] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-18.27
[2025-05-11 16:33:03.772] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-18.27
[2025-05-11 16:33:04.824] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-37.6
[2025-05-11 16:33:04.827] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-37.6
[2025-05-11 16:33:05.836] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:23.01
[2025-05-11 16:33:05.838] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:23.01
[2025-05-11 16:33:06.901] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:20.04
[2025-05-11 16:33:06.903] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:20.04
[2025-05-11 16:33:08.022] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:18.77
[2025-05-11 16:33:08.024] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Shahrukh.Khan | confidence:18.77
[2025-05-11 16:33:09.106] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-13.12
[2025-05-11 16:33:09.108] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-13.12
[2025-05-11 16:33:10.197] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:33:10.200] [INFO] [FACE_RECOGNITION] :: face_recognized:False | person_name:Unknown | confidence:0.0
[2025-05-11 16:33:11.269] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-15.14
[2025-05-11 16:33:11.272] [INFO] [FACE_RECOGNITION] :: face_recognized:True | person_name:Unknown | confidence:-15.14
