[2025-05-04 17:34:35.594] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360275594
[2025-05-04 17:34:53.092] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746360293092
[2025-05-04 17:34:53.593] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746360293593
[2025-05-04 17:34:54.087] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360294087
[2025-05-04 17:34:54.593] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746360294593
[2025-05-04 17:34:55.080] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360295080
[2025-05-04 17:34:55.579] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360295579
[2025-05-04 17:34:56.080] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360296080
[2025-05-04 17:34:56.580] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360296580
[2025-05-04 17:34:57.092] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360297092
[2025-05-04 17:34:57.593] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746360297593
[2025-05-04 17:34:58.083] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746360298083
[2025-05-04 17:34:58.580] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360298580
[2025-05-04 17:34:59.080] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360299080
[2025-05-04 17:34:59.590] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360299590
[2025-05-04 17:35:00.077] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360300077
[2025-05-04 17:35:00.592] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360300592
[2025-05-04 17:35:01.091] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746360301091
[2025-05-04 17:35:01.582] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360301582
[2025-05-04 17:35:02.081] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746360302081
[2025-05-04 17:35:02.585] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360302585
[2025-05-04 17:35:03.090] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360303090
[2025-05-04 17:35:03.590] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360303590
[2025-05-04 17:35:04.088] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360304088
[2025-05-04 17:35:04.593] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360304593
[2025-05-04 17:35:05.080] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360305080
[2025-05-04 17:35:05.580] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360305580
[2025-05-04 17:35:06.079] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360306079
[2025-05-04 17:35:06.588] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746360306588
[2025-05-04 17:35:07.080] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746360307080
[2025-05-04 17:35:07.589] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360307589
[2025-05-04 17:35:08.077] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360308077
[2025-05-04 17:35:08.591] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360308591
[2025-05-04 17:35:09.082] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360309082
[2025-05-04 17:35:09.587] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746360309587
[2025-05-04 17:35:10.090] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360310090
[2025-05-04 17:35:10.590] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360310590
[2025-05-04 17:35:11.081] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360311081
[2025-05-04 17:35:11.591] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360311591
[2025-05-04 17:35:12.085] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360312085
[2025-05-04 17:35:12.586] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746360312586
[2025-05-04 17:35:13.086] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360313086
[2025-05-04 17:35:13.581] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360313581
[2025-05-04 17:35:14.080] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360314080
[2025-05-04 17:35:14.593] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746360314593
[2025-05-04 17:35:15.082] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360315082
[2025-05-04 17:35:15.580] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360315580
[2025-05-04 17:35:16.079] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360316079
[2025-05-04 17:35:16.582] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360316582
[2025-05-04 17:35:17.086] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360317086
[2025-05-04 17:35:17.590] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360317590
[2025-05-04 17:42:14.134] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360734134
[2025-05-04 17:42:14.245] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360734245
[2025-05-04 17:42:14.351] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360734351
[2025-05-04 17:42:14.464] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360734464
[2025-05-04 17:42:14.534] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360734534
[2025-05-04 17:42:14.567] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746360734567
[2025-05-04 17:42:14.676] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360734676
[2025-05-04 17:42:14.785] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360734785
[2025-05-04 17:42:14.900] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360734900
[2025-05-04 17:42:15.000] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360735000
[2025-05-04 17:42:15.032] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360735032
[2025-05-04 17:42:15.116] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360735116
[2025-05-04 17:42:15.226] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360735226
[2025-05-04 17:42:15.333] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360735333
[2025-05-04 17:42:15.443] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360735443
[2025-05-04 17:42:15.534] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360735534
[2025-05-04 17:42:15.549] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360735549
[2025-05-04 17:42:15.661] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360735661
[2025-05-04 17:42:15.768] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360735768
[2025-05-04 17:42:15.883] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360735883
[2025-05-04 17:42:15.992] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360735992
[2025-05-04 17:42:16.032] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360736032
[2025-05-04 17:42:16.100] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746360736100
[2025-05-04 17:42:16.212] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360736212
[2025-05-04 17:42:16.317] HELMET_DETECTION :: camera_id:None | confidence:0.8 | timestamp_ms:1746360736317
[2025-05-04 17:42:16.425] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746360736425
[2025-05-04 17:42:16.534] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360736534
[2025-05-04 17:42:16.539] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746360736539
[2025-05-04 17:42:16.652] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360736652
[2025-05-04 17:42:16.750] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360736750
[2025-05-04 17:42:16.867] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360736867
[2025-05-04 17:42:16.979] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360736979
[2025-05-04 17:42:17.033] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746360737033
[2025-05-04 17:42:17.083] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360737083
[2025-05-04 17:42:17.195] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360737195
[2025-05-04 17:42:17.300] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360737300
[2025-05-04 17:42:17.414] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360737414
[2025-05-04 17:42:17.517] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360737517
[2025-05-04 17:42:17.533] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360737533
[2025-05-04 17:42:17.632] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360737632
[2025-05-04 17:42:17.739] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360737739
[2025-05-04 17:42:17.850] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746360737850
[2025-05-04 17:42:17.959] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360737959
[2025-05-04 17:42:18.034] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360738034
[2025-05-04 17:42:18.067] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746360738067
[2025-05-04 17:42:18.173] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360738173
[2025-05-04 17:42:18.281] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360738281
[2025-05-04 17:42:18.397] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360738397
[2025-05-04 17:42:18.519] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746360738519
[2025-05-04 17:42:18.533] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360738533
[2025-05-04 17:42:18.627] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360738627
[2025-05-04 17:42:18.737] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360738737
[2025-05-04 17:42:18.847] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360738847
[2025-05-04 17:42:18.961] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360738961
[2025-05-04 17:42:19.034] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746360739034
[2025-05-04 17:42:19.063] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360739063
[2025-05-04 17:42:19.174] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746360739174
[2025-05-04 17:42:19.282] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360739282
[2025-05-04 17:42:19.392] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360739392
[2025-05-04 17:42:19.500] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746360739500
[2025-05-04 17:42:19.533] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746360739533
[2025-05-04 17:42:19.611] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746360739611
[2025-05-04 17:42:19.733] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360739733
[2025-05-04 17:42:19.829] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360739829
[2025-05-04 17:42:19.940] HELMET_DETECTION :: camera_id:None | confidence:0.8 | timestamp_ms:1746360739940
[2025-05-04 17:42:20.034] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360740034
[2025-05-04 17:42:20.046] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360740046
[2025-05-04 17:42:20.158] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360740158
[2025-05-04 17:42:20.267] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360740267
[2025-05-04 17:42:20.383] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360740383
[2025-05-04 17:42:20.490] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360740490
[2025-05-04 17:42:20.546] HELMET_DETECTION :: camera_id:None | confidence:0.8 | timestamp_ms:1746360740546
[2025-05-04 17:42:20.598] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360740598
[2025-05-04 17:42:20.717] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360740717
[2025-05-04 17:42:20.820] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746360740820
[2025-05-04 17:42:20.933] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360740933
[2025-05-04 17:42:21.034] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360741034
[2025-05-04 17:42:21.040] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746360741040
[2025-05-04 17:42:21.142] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360741142
[2025-05-04 17:42:21.251] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360741251
[2025-05-04 17:42:21.366] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360741366
[2025-05-04 17:42:21.473] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360741473
[2025-05-04 17:42:21.542] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746360741542
[2025-05-04 17:42:21.585] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746360741585
[2025-05-04 17:42:21.696] HELMET_DETECTION :: camera_id:None | confidence:0.8 | timestamp_ms:1746360741696
[2025-05-04 17:42:21.801] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360741801
[2025-05-04 17:42:21.909] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360741909
[2025-05-04 17:42:22.017] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360742017
[2025-05-04 17:42:22.034] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360742034
[2025-05-04 17:42:22.131] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360742131
[2025-05-04 17:42:22.238] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746360742238
[2025-05-04 17:42:22.347] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746360742347
[2025-05-04 17:42:22.457] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360742457
[2025-05-04 17:42:22.532] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360742532
[2025-05-04 17:42:22.566] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360742566
[2025-05-04 17:42:22.676] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360742676
[2025-05-04 17:42:22.784] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360742784
[2025-05-04 17:42:22.896] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746360742896
[2025-05-04 17:42:23.001] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360743001
[2025-05-04 17:42:23.033] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746360743033
[2025-05-04 17:42:23.112] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360743112
[2025-05-04 17:42:23.224] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360743224
[2025-05-04 17:42:23.334] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360743334
[2025-05-04 17:42:23.446] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360743446
[2025-05-04 17:42:23.533] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360743533
[2025-05-04 17:42:23.551] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746360743551
[2025-05-04 17:42:23.665] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746360743665
[2025-05-04 17:42:23.768] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360743768
[2025-05-04 17:42:23.883] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360743883
[2025-05-04 17:42:23.992] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360743992
[2025-05-04 17:42:24.033] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360744033
[2025-05-04 17:42:24.101] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360744101
[2025-05-04 17:42:24.212] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746360744212
[2025-05-04 17:42:24.316] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746360744316
[2025-05-04 17:42:24.432] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360744432
[2025-05-04 17:42:24.534] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746360744534
[2025-05-04 17:42:24.539] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360744539
[2025-05-04 17:42:24.651] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360744651
[2025-05-04 17:42:24.750] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746360744750
[2025-05-04 17:42:24.868] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360744868
[2025-05-04 17:42:24.978] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746360744978
[2025-05-04 17:42:25.033] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360745033
[2025-05-04 17:42:25.084] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360745084
[2025-05-04 17:42:25.197] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746360745197
[2025-05-04 17:42:25.299] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360745299
[2025-05-04 17:42:25.412] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360745412
[2025-05-04 17:42:25.516] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360745516
[2025-05-04 17:42:25.531] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746360745531
[2025-05-04 17:42:25.632] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360745632
[2025-05-04 17:42:25.743] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360745743
[2025-05-04 17:42:25.849] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360745849
[2025-05-04 17:42:25.965] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360745965
[2025-05-04 17:42:26.042] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746360746042
[2025-05-04 17:42:26.067] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360746067
[2025-05-04 17:42:26.177] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746360746177
[2025-05-04 17:42:26.283] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360746283
[2025-05-04 17:42:26.400] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746360746400
[2025-05-04 17:42:26.511] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360746511
[2025-05-04 17:42:26.552] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360746552
[2025-05-04 17:42:26.616] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746360746616
[2025-05-04 17:42:26.727] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360746727
[2025-05-04 17:42:26.834] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746360746834
[2025-05-04 17:42:26.944] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360746944
[2025-05-04 17:42:27.051] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746360747051
[2025-05-04 17:42:27.057] HELMET_DETECTION :: camera_id:None | confidence:0.8 | timestamp_ms:1746360747057
[2025-05-04 17:42:27.162] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360747162
[2025-05-04 17:42:27.267] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360747267
[2025-05-04 17:42:27.381] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746360747381
[2025-05-04 17:42:27.489] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746360747489
[2025-05-04 17:42:27.550] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360747550
[2025-05-04 17:42:27.600] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360747600
[2025-05-04 17:42:27.714] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746360747714
[2025-05-04 17:42:27.816] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746360747816
[2025-05-04 17:42:27.924] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746360747924
[2025-05-04 17:42:28.034] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746360748034
