[2025-05-03 18:07:30.726] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275850726
[2025-05-03 18:07:32.039] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275852039
[2025-05-03 18:07:32.118] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746275852118
[2025-05-03 18:07:32.179] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746275852179
[2025-05-03 18:07:32.226] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275852226
[2025-05-03 18:07:32.289] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275852289
[2025-05-03 18:07:32.352] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275852352
[2025-05-03 18:07:32.420] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275852420
[2025-05-03 18:07:32.471] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275852471
[2025-05-03 18:07:32.533] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275852533
[2025-05-03 18:07:32.600] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275852600
[2025-05-03 18:07:32.671] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746275852671
[2025-05-03 18:07:32.727] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275852727
[2025-05-03 18:07:32.797] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275852797
[2025-05-03 18:07:32.870] HELMET_DETECTION :: camera_id:None | confidence:0.8 | timestamp_ms:1746275852870
[2025-05-03 18:07:32.939] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275852939
[2025-05-03 18:07:32.997] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275852997
[2025-05-03 18:07:33.204] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275853204
[2025-05-03 18:07:33.375] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275853375
[2025-05-03 18:07:33.482] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275853482
[2025-05-03 18:07:33.549] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275853549
[2025-05-03 18:07:33.735] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275853735
[2025-05-03 18:07:33.801] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275853801
[2025-05-03 18:07:33.859] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275853859
[2025-05-03 18:07:33.922] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746275853922
[2025-05-03 18:07:34.002] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275854002
[2025-05-03 18:07:34.057] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275854057
[2025-05-03 18:07:34.117] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275854117
[2025-05-03 18:07:34.190] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275854190
[2025-05-03 18:07:34.260] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275854260
[2025-05-03 18:07:34.451] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275854451
[2025-05-03 18:07:34.501] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275854501
[2025-05-03 18:07:34.563] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275854563
[2025-05-03 18:07:34.625] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275854625
[2025-05-03 18:07:34.688] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275854688
[2025-05-03 18:07:34.738] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746275854738
[2025-05-03 18:07:34.805] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275854805
[2025-05-03 18:07:34.866] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746275854866
[2025-05-03 18:07:34.930] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275854930
[2025-05-03 18:07:34.993] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275854993
[2025-05-03 18:07:35.067] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275855067
[2025-05-03 18:07:35.123] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275855123
[2025-05-03 18:07:35.192] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275855192
[2025-05-03 18:07:35.239] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275855239
[2025-05-03 18:07:35.319] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275855319
[2025-05-03 18:07:35.388] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275855388
[2025-05-03 18:07:35.442] HELMET_DETECTION :: camera_id:None | confidence:0.8 | timestamp_ms:1746275855442
[2025-05-03 18:07:35.507] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275855507
[2025-05-03 18:07:35.571] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275855571
[2025-05-03 18:07:35.635] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746275855635
[2025-05-03 18:07:35.702] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275855702
[2025-05-03 18:07:35.769] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275855769
[2025-05-03 18:07:35.820] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275855820
[2025-05-03 18:07:35.889] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746275855889
[2025-05-03 18:07:35.955] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275855955
[2025-05-03 18:07:36.006] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275856006
[2025-05-03 18:07:36.067] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746275856067
[2025-05-03 18:07:36.135] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275856135
[2025-05-03 18:07:36.197] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275856197
[2025-05-03 18:07:36.257] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275856257
[2025-05-03 18:07:36.322] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275856322
[2025-05-03 18:07:36.387] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275856387
[2025-05-03 18:07:36.441] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275856441
[2025-05-03 18:07:36.517] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275856517
[2025-05-03 18:07:36.567] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275856567
[2025-05-03 18:07:36.649] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275856649
[2025-05-03 18:07:36.768] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746275856768
[2025-05-03 18:07:36.896] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275856896
[2025-05-03 18:07:36.943] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275856943
[2025-05-03 18:07:37.025] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275857025
[2025-05-03 18:07:37.135] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275857135
[2025-05-03 18:07:37.201] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746275857201
[2025-05-03 18:07:37.255] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746275857255
[2025-05-03 18:07:37.321] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275857321
[2025-05-03 18:07:37.385] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275857385
[2025-05-03 18:07:37.441] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275857441
[2025-05-03 18:07:37.505] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746275857505
[2025-05-03 18:07:37.570] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275857570
[2025-05-03 18:07:37.640] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746275857640
[2025-05-03 18:07:37.705] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275857705
[2025-05-03 18:07:37.765] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275857765
[2025-05-03 18:07:37.826] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275857826
[2025-05-03 18:07:37.890] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275857890
[2025-05-03 18:07:37.955] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275857955
[2025-05-03 18:07:38.024] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275858024
[2025-05-03 18:07:38.083] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275858083
[2025-05-03 18:07:38.148] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275858148
[2025-05-03 18:07:38.211] HELMET_DETECTION :: camera_id:None | confidence:0.8 | timestamp_ms:1746275858211
[2025-05-03 18:07:38.275] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275858275
[2025-05-03 18:07:38.341] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275858341
[2025-05-03 18:07:38.408] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275858408
[2025-05-03 18:07:38.472] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746275858472
[2025-05-03 18:07:38.532] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746275858532
[2025-05-03 18:07:38.583] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275858583
[2025-05-03 18:07:38.644] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275858644
[2025-05-03 18:07:38.707] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275858707
[2025-05-03 18:07:38.773] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275858773
[2025-05-03 18:07:38.838] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275858838
[2025-05-03 18:07:38.903] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746275858903
[2025-05-03 18:07:38.968] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746275858968
[2025-05-03 18:07:39.026] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275859026
[2025-05-03 18:07:39.091] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275859091
[2025-05-03 18:07:39.153] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275859153
[2025-05-03 18:07:39.218] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275859218
[2025-05-03 18:07:39.272] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275859272
[2025-05-03 18:07:39.335] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275859335
[2025-05-03 18:07:39.433] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275859433
[2025-05-03 18:07:39.475] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275859474
[2025-05-03 18:07:39.524] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275859524
[2025-05-03 18:07:39.592] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275859592
[2025-05-03 18:07:39.660] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275859660
[2025-05-03 18:07:39.716] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275859716
[2025-05-03 18:07:39.770] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275859770
[2025-05-03 18:07:39.842] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275859842
[2025-05-03 18:07:39.911] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275859911
[2025-05-03 18:07:39.957] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275859957
[2025-05-03 18:07:40.022] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275860022
[2025-05-03 18:07:40.087] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275860087
[2025-05-03 18:07:40.151] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275860151
[2025-05-03 18:07:40.229] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746275860229
[2025-05-03 18:07:40.274] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275860274
[2025-05-03 18:07:40.344] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275860344
[2025-05-03 18:07:40.477] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275860477
[2025-05-03 18:07:40.623] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275860623
[2025-05-03 18:07:40.673] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275860673
[2025-05-03 18:07:40.722] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275860722
[2025-05-03 18:07:40.788] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275860788
[2025-05-03 18:07:40.857] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275860857
[2025-05-03 18:07:40.921] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275860921
[2025-05-03 18:07:40.975] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746275860975
[2025-05-03 18:07:41.042] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275861042
[2025-05-03 18:07:41.107] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275861107
[2025-05-03 18:07:41.158] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275861158
[2025-05-03 18:07:41.222] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746275861222
[2025-05-03 18:07:41.289] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275861289
[2025-05-03 18:07:41.350] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275861350
[2025-05-03 18:07:41.416] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275861416
[2025-05-03 18:07:41.480] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275861480
[2025-05-03 18:07:41.542] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275861542
[2025-05-03 18:07:41.604] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275861604
[2025-05-03 18:07:41.663] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275861663
[2025-05-03 18:07:41.731] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275861731
[2025-05-03 18:07:41.795] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275861795
[2025-05-03 18:07:41.851] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746275861851
[2025-05-03 18:07:41.929] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275861929
[2025-05-03 18:07:41.993] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275861993
[2025-05-03 18:07:42.069] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275862069
[2025-05-03 18:07:42.133] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275862133
[2025-05-03 18:07:42.203] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275862203
[2025-05-03 18:07:42.220] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275862220
[2025-05-03 18:07:42.260] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275862260
[2025-05-03 18:07:42.280] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275862280
[2025-05-03 18:07:42.323] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275862323
[2025-05-03 18:07:42.348] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746275862348
[2025-05-03 18:07:42.386] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275862386
[2025-05-03 18:07:42.400] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275862400
[2025-05-03 18:07:42.471] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275862471
[2025-05-03 18:07:42.489] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275862489
[2025-05-03 18:07:42.499] HELMET_DETECTION :: camera_id:None | confidence:0.99 | timestamp_ms:1746275862499
[2025-05-03 18:07:42.585] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275862585
[2025-05-03 18:07:42.600] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275862600
[2025-05-03 18:07:42.650] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275862650
[2025-05-03 18:07:42.656] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275862656
[2025-05-03 18:07:42.692] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275862692
[2025-05-03 18:07:42.710] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746275862710
[2025-05-03 18:07:42.733] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275862733
[2025-05-03 18:07:42.742] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746275862742
[2025-05-03 18:07:42.826] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746275862826
[2025-05-03 18:07:42.838] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275862838
[2025-05-03 18:07:42.857] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275862857
[2025-05-03 18:07:42.868] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275862868
[2025-05-03 18:07:42.885] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275862885
[2025-05-03 18:07:42.976] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746275862976
[2025-05-03 18:07:42.990] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746275862990
[2025-05-03 18:07:43.015] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746275863015
[2025-05-03 18:07:43.021] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746275863021
[2025-05-03 18:07:43.028] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275863028
[2025-05-03 18:07:43.074] HELMET_DETECTION :: camera_id:None | confidence:0.83 | timestamp_ms:1746275863074
[2025-05-03 18:07:43.085] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275863085
[2025-05-03 18:07:43.101] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275863101
[2025-05-03 18:07:43.110] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275863110
[2025-05-03 18:07:43.121] HELMET_DETECTION :: camera_id:None | confidence:0.81 | timestamp_ms:1746275863121
[2025-05-03 18:07:43.133] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275863133
[2025-05-03 18:07:43.140] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275863140
[2025-05-03 18:07:43.141] HELMET_DETECTION :: camera_id:None | confidence:0.93 | timestamp_ms:1746275863141
[2025-05-03 18:07:43.204] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275863204
[2025-05-03 18:07:43.217] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746275863217
[2025-05-03 18:07:43.225] HELMET_DETECTION :: camera_id:None | confidence:0.89 | timestamp_ms:1746275863225
[2025-05-03 18:07:43.231] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275863231
[2025-05-03 18:07:43.236] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746275863236
[2025-05-03 18:07:43.238] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275863238
[2025-05-03 18:07:43.267] HELMET_DETECTION :: camera_id:None | confidence:0.91 | timestamp_ms:1746275863267
[2025-05-03 18:07:43.275] HELMET_DETECTION :: camera_id:None | confidence:0.82 | timestamp_ms:1746275863275
[2025-05-03 18:07:43.284] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275863284
[2025-05-03 18:07:43.290] HELMET_DETECTION :: camera_id:None | confidence:0.9 | timestamp_ms:1746275863290
[2025-05-03 18:07:43.294] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746275863294
[2025-05-03 18:07:43.301] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275863301
[2025-05-03 18:07:43.336] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746275863336
[2025-05-03 18:07:43.353] HELMET_DETECTION :: camera_id:None | confidence:0.88 | timestamp_ms:1746275863353
[2025-05-03 18:07:43.358] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275863358
[2025-05-03 18:07:43.369] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275863369
[2025-05-03 18:07:43.399] HELMET_DETECTION :: camera_id:None | confidence:0.86 | timestamp_ms:1746275863399
[2025-05-03 18:07:43.434] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275863434
[2025-05-03 18:07:43.458] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275863458
[2025-05-03 18:07:43.499] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275863499
[2025-05-03 18:07:43.532] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275863532
[2025-05-03 18:07:43.560] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275863560
[2025-05-03 18:07:43.568] HELMET_DETECTION :: camera_id:None | confidence:0.92 | timestamp_ms:1746275863568
[2025-05-03 18:07:43.573] HELMET_DETECTION :: camera_id:None | confidence:0.84 | timestamp_ms:1746275863573
[2025-05-03 18:07:43.595] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275863595
[2025-05-03 18:07:43.601] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275863601
[2025-05-03 18:07:43.660] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275863660
[2025-05-03 18:07:43.669] HELMET_DETECTION :: camera_id:None | confidence:0.98 | timestamp_ms:1746275863669
[2025-05-03 18:07:43.687] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275863687
[2025-05-03 18:07:43.693] HELMET_DETECTION :: camera_id:None | confidence:0.87 | timestamp_ms:1746275863693
[2025-05-03 18:07:43.699] HELMET_DETECTION :: camera_id:None | confidence:0.96 | timestamp_ms:1746275863699
[2025-05-03 18:07:43.704] HELMET_DETECTION :: camera_id:None | confidence:0.97 | timestamp_ms:1746275863704
[2025-05-03 18:07:43.780] HELMET_DETECTION :: camera_id:None | confidence:0.95 | timestamp_ms:1746275863780
[2025-05-03 18:07:43.784] HELMET_DETECTION :: camera_id:None | confidence:0.94 | timestamp_ms:1746275863784
[2025-05-03 18:07:43.798] HELMET_DETECTION :: camera_id:None | confidence:0.85 | timestamp_ms:1746275863798
