[2025-05-11 15:58:44.403] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-11 16:02:09.130] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:02:11.308] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.85
[2025-05-11 16:02:11.309] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.85
[2025-05-11 16:02:13.512] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-11 16:02:13.515] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-11 16:02:15.685] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-11 16:02:15.688] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-11 16:06:56.937] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-11 16:06:56.939] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-11 16:06:59.116] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:06:59.121] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:07:01.175] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-11 16:07:01.177] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-11 16:07:03.206] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.99
[2025-05-11 16:07:03.209] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.99
[2025-05-11 16:07:05.407] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:07:05.408] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:07:07.522] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-11 16:07:07.524] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-11 16:07:09.648] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-11 16:07:09.659] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-11 16:07:11.713] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:07:11.716] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:07:13.772] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-11 16:07:13.781] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-11 16:07:15.900] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-11 16:07:15.901] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-11 16:07:18.054] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-11 16:07:18.057] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-11 16:07:20.196] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-11 16:07:20.198] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-11 16:07:22.277] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-11 16:07:22.282] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-11 16:07:25.472] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-11 16:07:25.476] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-11 16:07:27.670] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-11 16:07:27.672] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-11 16:07:29.768] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-11 16:07:29.770] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-11 16:07:31.798] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-11 16:07:31.799] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-11 16:07:33.952] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-11 16:07:33.954] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-11 16:07:36.164] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-11 16:07:36.166] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-11 16:07:38.304] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-11 16:07:38.306] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-11 16:07:40.333] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-11 16:07:40.337] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-11 16:07:42.356] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:07:42.359] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:07:44.412] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-11 16:07:44.417] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-11 16:07:46.595] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-11 16:07:46.597] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-11 16:07:48.783] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-11 16:07:48.786] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-11 16:07:50.874] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:07:50.876] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:07:52.999] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-11 16:07:53.002] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-11 16:07:55.179] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:07:55.183] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:07:57.364] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-11 16:07:57.366] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-11 16:07:59.371] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:07:59.373] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:08:01.377] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-11 16:08:01.379] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-11 16:08:03.531] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-11 16:08:03.536] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-11 16:08:05.723] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-11 16:08:05.727] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-11 16:08:07.904] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-11 16:08:07.912] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-11 16:08:10.044] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:08:10.054] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:08:12.214] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-11 16:08:12.217] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-11 16:08:14.410] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.85
[2025-05-11 16:08:14.410] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.85
[2025-05-11 16:08:58.415] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-11 16:08:58.416] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-11 16:09:00.534] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-11 16:09:00.535] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-11 16:09:02.812] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-11 16:09:02.813] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-11 16:09:04.917] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-11 16:09:04.919] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-11 16:09:07.125] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-11 16:09:07.130] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-11 16:09:09.374] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-11 16:09:09.390] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-11 16:09:11.405] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:09:11.410] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:09:13.408] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:09:13.411] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:09:15.434] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-11 16:09:15.436] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-11 16:09:17.581] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-11 16:09:17.583] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-11 16:09:19.761] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:09:19.765] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:09:21.912] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-11 16:09:21.916] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-11 16:09:24.052] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-11 16:09:24.054] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-11 16:09:26.271] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.99
[2025-05-11 16:09:26.283] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.99
[2025-05-11 16:09:28.409] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-11 16:09:28.411] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-11 16:09:30.515] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-11 16:09:30.518] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-11 16:09:51.854] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-11 16:09:51.855] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-11 16:09:53.941] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-11 16:09:53.944] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-11 16:09:56.138] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-11 16:09:56.139] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-11 16:09:58.315] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:09:58.318] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:10:00.337] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-11 16:10:00.342] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-11 16:10:02.474] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:10:02.474] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:10:04.670] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:10:04.672] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-11 16:10:06.878] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-11 16:10:06.881] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-11 16:10:08.893] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-11 16:10:08.895] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-11 16:10:10.965] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-11 16:10:10.966] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-11 16:10:13.153] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-11 16:10:13.154] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-11 16:10:15.168] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-11 16:10:15.172] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-11 16:10:17.384] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:10:17.385] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:10:23.431] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-11 16:10:23.434] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-11 16:10:25.566] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:10:25.567] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:10:27.776] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:10:27.780] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-11 16:10:29.882] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-11 16:10:29.883] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-11 16:14:00.167] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-11 16:14:00.168] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-11 16:14:02.292] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-11 16:14:02.294] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-11 16:14:04.534] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-11 16:14:04.534] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-11 16:14:06.740] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-11 16:14:06.740] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-11 16:14:12.817] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-11 16:14:12.818] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-11 16:14:18.869] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-11 16:14:18.870] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-11 16:17:21.388] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:17:21.388] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-11 16:17:23.510] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-11 16:17:23.511] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-11 16:20:12.978] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-11 16:20:12.978] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-11 16:20:16.017] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-11 16:20:16.018] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-11 16:20:18.204] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-11 16:20:18.205] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-11 16:20:20.381] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:20:20.382] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:20:22.567] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-11 16:20:22.568] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-11 16:20:24.733] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.83
[2025-05-11 16:20:24.734] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.83
[2025-05-11 16:20:26.749] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-11 16:20:26.750] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.87
[2025-05-11 16:22:01.856] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-11 16:22:01.857] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-11 16:22:04.478] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-11 16:22:04.479] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
