[2025-05-03 18:07:30.532] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.58 | timestamp_ms:1746275850532
[2025-05-03 18:07:31.971] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.67 | timestamp_ms:1746275851971
[2025-05-03 18:07:32.035] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.64 | timestamp_ms:1746275852035
[2025-05-03 18:07:32.108] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.54 | timestamp_ms:1746275852108
[2025-05-03 18:07:32.170] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275852170
[2025-05-03 18:07:32.219] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.96 | timestamp_ms:1746275852219
[2025-05-03 18:07:32.284] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275852284
[2025-05-03 18:07:32.349] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.6 | timestamp_ms:1746275852349
[2025-05-03 18:07:32.412] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.63 | timestamp_ms:1746275852412
[2025-05-03 18:07:32.467] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.65 | timestamp_ms:1746275852467
[2025-05-03 18:07:32.531] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.96 | timestamp_ms:1746275852531
[2025-05-03 18:07:32.592] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.52 | timestamp_ms:1746275852592
[2025-05-03 18:07:32.667] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.63 | timestamp_ms:1746275852667
[2025-05-03 18:07:32.723] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.65 | timestamp_ms:1746275852723
[2025-05-03 18:07:32.787] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.54 | timestamp_ms:1746275852787
[2025-05-03 18:07:32.850] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.95 | timestamp_ms:1746275852850
[2025-05-03 18:07:32.919] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275852919
[2025-05-03 18:07:32.972] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275852972
[2025-05-03 18:07:33.031] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.97 | timestamp_ms:1746275853031
[2025-05-03 18:07:33.343] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275853343
[2025-05-03 18:07:33.474] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.51 | timestamp_ms:1746275853474
[2025-05-03 18:07:33.537] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.63 | timestamp_ms:1746275853537
[2025-05-03 18:07:33.729] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.98 | timestamp_ms:1746275853729
[2025-05-03 18:07:33.794] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.63 | timestamp_ms:1746275853794
[2025-05-03 18:07:33.857] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275853857
[2025-05-03 18:07:33.920] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275853920
[2025-05-03 18:07:33.996] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.92 | timestamp_ms:1746275853996
[2025-05-03 18:07:34.048] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.98 | timestamp_ms:1746275854048
[2025-05-03 18:07:34.114] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.89 | timestamp_ms:1746275854114
[2025-05-03 18:07:34.177] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.96 | timestamp_ms:1746275854177
[2025-05-03 18:07:34.244] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.92 | timestamp_ms:1746275854244
[2025-05-03 18:07:34.433] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.6 | timestamp_ms:1746275854433
[2025-05-03 18:07:34.494] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.66 | timestamp_ms:1746275854494
[2025-05-03 18:07:34.558] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.92 | timestamp_ms:1746275854558
[2025-05-03 18:07:34.623] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.61 | timestamp_ms:1746275854623
[2025-05-03 18:07:34.684] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.57 | timestamp_ms:1746275854684
[2025-05-03 18:07:34.734] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.51 | timestamp_ms:1746275854734
[2025-05-03 18:07:34.795] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.57 | timestamp_ms:1746275854795
[2025-05-03 18:07:34.861] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.58 | timestamp_ms:1746275854861
[2025-05-03 18:07:34.926] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.65 | timestamp_ms:1746275854926
[2025-05-03 18:07:34.991] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.93 | timestamp_ms:1746275854991
[2025-05-03 18:07:35.061] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275855061
[2025-05-03 18:07:35.115] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.92 | timestamp_ms:1746275855115
[2025-05-03 18:07:35.181] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.63 | timestamp_ms:1746275855181
[2025-05-03 18:07:35.235] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.51 | timestamp_ms:1746275855235
[2025-05-03 18:07:35.314] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.56 | timestamp_ms:1746275855314
[2025-05-03 18:07:35.378] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275855378
[2025-05-03 18:07:35.438] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.88 | timestamp_ms:1746275855438
[2025-05-03 18:07:35.503] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275855503
[2025-05-03 18:07:35.569] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275855569
[2025-05-03 18:07:35.633] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275855633
[2025-05-03 18:07:35.696] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275855696
[2025-05-03 18:07:35.760] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275855760
[2025-05-03 18:07:35.812] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.95 | timestamp_ms:1746275855812
[2025-05-03 18:07:35.886] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.57 | timestamp_ms:1746275855886
[2025-05-03 18:07:35.951] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.95 | timestamp_ms:1746275855951
[2025-05-03 18:07:36.002] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.66 | timestamp_ms:1746275856002
[2025-05-03 18:07:36.064] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275856064
[2025-05-03 18:07:36.131] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.68 | timestamp_ms:1746275856131
[2025-05-03 18:07:36.192] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275856192
[2025-05-03 18:07:36.255] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.63 | timestamp_ms:1746275856255
[2025-05-03 18:07:36.318] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.51 | timestamp_ms:1746275856318
[2025-05-03 18:07:36.383] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275856383
[2025-05-03 18:07:36.436] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275856436
[2025-05-03 18:07:36.511] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.97 | timestamp_ms:1746275856511
[2025-05-03 18:07:36.560] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275856560
[2025-05-03 18:07:36.636] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.95 | timestamp_ms:1746275856636
[2025-05-03 18:07:36.700] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.88 | timestamp_ms:1746275856700
[2025-05-03 18:07:36.880] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.88 | timestamp_ms:1746275856880
[2025-05-03 18:07:36.938] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275856938
[2025-05-03 18:07:37.010] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275857010
[2025-05-03 18:07:37.133] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.85 | timestamp_ms:1746275857133
[2025-05-03 18:07:37.197] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275857197
[2025-05-03 18:07:37.251] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275857251
[2025-05-03 18:07:37.316] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.59 | timestamp_ms:1746275857316
[2025-05-03 18:07:37.374] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.52 | timestamp_ms:1746275857374
[2025-05-03 18:07:37.439] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.88 | timestamp_ms:1746275857439
[2025-05-03 18:07:37.503] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.54 | timestamp_ms:1746275857503
[2025-05-03 18:07:37.568] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.54 | timestamp_ms:1746275857568
[2025-05-03 18:07:37.633] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275857633
[2025-05-03 18:07:37.697] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.64 | timestamp_ms:1746275857697
[2025-05-03 18:07:37.761] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275857761
[2025-05-03 18:07:37.824] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275857824
[2025-05-03 18:07:37.886] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275857886
[2025-05-03 18:07:37.951] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275857951
[2025-05-03 18:07:38.020] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.59 | timestamp_ms:1746275858020
[2025-05-03 18:07:38.080] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.69 | timestamp_ms:1746275858080
[2025-05-03 18:07:38.144] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.57 | timestamp_ms:1746275858144
[2025-05-03 18:07:38.207] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275858207
[2025-05-03 18:07:38.270] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275858270
[2025-05-03 18:07:38.333] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275858333
[2025-05-03 18:07:38.398] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.52 | timestamp_ms:1746275858398
[2025-05-03 18:07:38.461] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.56 | timestamp_ms:1746275858461
[2025-05-03 18:07:38.528] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.95 | timestamp_ms:1746275858528
[2025-05-03 18:07:38.577] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275858577
[2025-05-03 18:07:38.642] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.85 | timestamp_ms:1746275858642
[2025-05-03 18:07:38.705] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.93 | timestamp_ms:1746275858705
[2025-05-03 18:07:38.766] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.68 | timestamp_ms:1746275858766
[2025-05-03 18:07:38.830] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275858830
[2025-05-03 18:07:38.898] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.92 | timestamp_ms:1746275858898
[2025-05-03 18:07:38.957] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275858957
[2025-05-03 18:07:39.021] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.88 | timestamp_ms:1746275859021
[2025-05-03 18:07:39.088] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275859088
[2025-05-03 18:07:39.150] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.61 | timestamp_ms:1746275859150
[2025-05-03 18:07:39.216] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.58 | timestamp_ms:1746275859216
[2025-05-03 18:07:39.266] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.67 | timestamp_ms:1746275859266
[2025-05-03 18:07:39.330] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275859330
[2025-05-03 18:07:39.427] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275859427
[2025-05-03 18:07:39.461] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.61 | timestamp_ms:1746275859461
[2025-05-03 18:07:39.522] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275859522
[2025-05-03 18:07:39.586] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275859586
[2025-05-03 18:07:39.651] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.66 | timestamp_ms:1746275859651
[2025-05-03 18:07:39.711] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.88 | timestamp_ms:1746275859711
[2025-05-03 18:07:39.768] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275859768
[2025-05-03 18:07:39.838] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275859838
[2025-05-03 18:07:39.903] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.98 | timestamp_ms:1746275859903
[2025-05-03 18:07:39.952] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275859952
[2025-05-03 18:07:40.017] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.95 | timestamp_ms:1746275860017
[2025-05-03 18:07:40.081] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.96 | timestamp_ms:1746275860081
[2025-05-03 18:07:40.144] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.65 | timestamp_ms:1746275860144
[2025-05-03 18:07:40.213] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.65 | timestamp_ms:1746275860213
[2025-05-03 18:07:40.271] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.59 | timestamp_ms:1746275860271
[2025-05-03 18:07:40.335] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.92 | timestamp_ms:1746275860335
[2025-05-03 18:07:40.401] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.51 | timestamp_ms:1746275860401
[2025-05-03 18:07:40.592] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275860592
[2025-05-03 18:07:40.658] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.88 | timestamp_ms:1746275860658
[2025-05-03 18:07:40.718] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275860718
[2025-05-03 18:07:40.784] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.68 | timestamp_ms:1746275860784
[2025-05-03 18:07:40.851] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275860851
[2025-05-03 18:07:40.915] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.69 | timestamp_ms:1746275860915
[2025-05-03 18:07:40.972] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.56 | timestamp_ms:1746275860972
[2025-05-03 18:07:41.037] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275861037
[2025-05-03 18:07:41.105] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.59 | timestamp_ms:1746275861105
[2025-05-03 18:07:41.155] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275861155
[2025-05-03 18:07:41.220] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.88 | timestamp_ms:1746275861220
[2025-05-03 18:07:41.287] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275861287
[2025-05-03 18:07:41.343] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275861343
[2025-05-03 18:07:41.408] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.96 | timestamp_ms:1746275861408
[2025-05-03 18:07:41.470] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.56 | timestamp_ms:1746275861470
[2025-05-03 18:07:41.532] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.98 | timestamp_ms:1746275861532
[2025-05-03 18:07:41.598] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275861598
[2025-05-03 18:07:41.659] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.6 | timestamp_ms:1746275861659
[2025-05-03 18:07:41.725] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.66 | timestamp_ms:1746275861725
[2025-05-03 18:07:41.793] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275861793
[2025-05-03 18:07:41.845] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.56 | timestamp_ms:1746275861845
[2025-05-03 18:07:41.923] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.6 | timestamp_ms:1746275861923
[2025-05-03 18:07:41.984] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.85 | timestamp_ms:1746275861984
[2025-05-03 18:07:42.062] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.89 | timestamp_ms:1746275862062
[2025-05-03 18:07:42.128] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275862128
[2025-05-03 18:07:42.195] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275862195
[2025-05-03 18:07:42.216] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.52 | timestamp_ms:1746275862216
[2025-05-03 18:07:42.258] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.93 | timestamp_ms:1746275862258
[2025-05-03 18:07:42.275] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275862275
[2025-05-03 18:07:42.321] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275862321
[2025-05-03 18:07:42.339] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275862339
[2025-05-03 18:07:42.374] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275862374
[2025-05-03 18:07:42.395] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.57 | timestamp_ms:1746275862395
[2025-05-03 18:07:42.450] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.52 | timestamp_ms:1746275862450
[2025-05-03 18:07:42.487] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.9 | timestamp_ms:1746275862487
[2025-05-03 18:07:42.494] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.53 | timestamp_ms:1746275862494
[2025-05-03 18:07:42.562] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.89 | timestamp_ms:1746275862562
[2025-05-03 18:07:42.594] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.97 | timestamp_ms:1746275862594
[2025-05-03 18:07:42.643] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.64 | timestamp_ms:1746275862643
[2025-05-03 18:07:42.654] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275862654
[2025-05-03 18:07:42.690] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.6 | timestamp_ms:1746275862690
[2025-05-03 18:07:42.704] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.65 | timestamp_ms:1746275862704
[2025-05-03 18:07:42.731] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275862731
[2025-05-03 18:07:42.738] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.95 | timestamp_ms:1746275862738
[2025-05-03 18:07:42.815] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.7 | timestamp_ms:1746275862815
[2025-05-03 18:07:42.834] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275862834
[2025-05-03 18:07:42.854] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.64 | timestamp_ms:1746275862854
[2025-05-03 18:07:42.861] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.93 | timestamp_ms:1746275862861
[2025-05-03 18:07:42.873] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.55 | timestamp_ms:1746275862873
[2025-05-03 18:07:42.947] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.65 | timestamp_ms:1746275862947
[2025-05-03 18:07:42.987] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.92 | timestamp_ms:1746275862987
[2025-05-03 18:07:42.999] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.92 | timestamp_ms:1746275862999
[2025-05-03 18:07:43.019] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275863019
[2025-05-03 18:07:43.026] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.67 | timestamp_ms:1746275863026
[2025-05-03 18:07:43.069] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.6 | timestamp_ms:1746275863069
[2025-05-03 18:07:43.083] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.89 | timestamp_ms:1746275863083
[2025-05-03 18:07:43.096] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.94 | timestamp_ms:1746275863096
[2025-05-03 18:07:43.108] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.98 | timestamp_ms:1746275863108
[2025-05-03 18:07:43.117] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.98 | timestamp_ms:1746275863117
[2025-05-03 18:07:43.131] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.93 | timestamp_ms:1746275863131
[2025-05-03 18:07:43.137] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275863137
[2025-05-03 18:07:43.141] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.97 | timestamp_ms:1746275863141
[2025-05-03 18:07:43.204] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.86 | timestamp_ms:1746275863204
[2025-05-03 18:07:43.208] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275863208
[2025-05-03 18:07:43.222] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.96 | timestamp_ms:1746275863222
[2025-05-03 18:07:43.225] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275863225
[2025-05-03 18:07:43.234] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275863234
[2025-05-03 18:07:43.238] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.61 | timestamp_ms:1746275863238
[2025-05-03 18:07:43.267] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.95 | timestamp_ms:1746275863267
[2025-05-03 18:07:43.274] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.87 | timestamp_ms:1746275863274
[2025-05-03 18:07:43.284] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.58 | timestamp_ms:1746275863284
[2025-05-03 18:07:43.290] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.64 | timestamp_ms:1746275863290
[2025-05-03 18:07:43.294] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.63 | timestamp_ms:1746275863294
[2025-05-03 18:07:43.300] FACE_RECOGNITION :: camera_id:None | face_id: | confidence:0.91 | timestamp_ms:1746275863300
